Date,Open,High,Low,Close,Adj Close,Volume
1/5/1970,1.21875,1.222222,1.1875,1.189236,0.397735,964800
1/6/1970,1.189236,1.211806,1.184028,1.211806,0.405284,1036800
1/7/1970,1.211806,1.215278,1.203125,1.206597,0.403542,331200
1/8/1970,1.206597,1.225694,1.206597,1.215278,0.406445,460800
1/9/1970,1.222222,1.239583,1.222222,1.222222,0.408767,748800
1/12/1970,1.222222,1.222222,1.201389,1.201389,0.4018,864000
1/13/1970,1.204861,1.222222,1.204861,1.211806,0.405284,849600
1/14/1970,1.211806,1.232639,1.211806,1.229167,0.41109,619200
1/15/1970,1.229167,1.232639,1.227431,1.230903,0.411671,1209600
1/16/1970,1.230903,1.230903,1.225694,1.229167,0.41109,734400
1/19/1970,1.227431,1.227431,1.211806,1.213542,0.405865,1180800
1/20/1970,1.213542,1.213542,1.192708,1.213542,0.405865,763200
1/21/1970,1.213542,1.21875,1.210069,1.21875,0.407606,878400
1/22/1970,1.21875,1.222222,1.211806,1.222222,0.408767,360000
1/23/1970,1.222222,1.225694,1.213542,1.215278,0.406445,979200
1/26/1970,1.215278,1.215278,1.208333,1.215278,0.406445,979200
1/27/1970,1.210069,1.210069,1.201389,1.201389,0.4018,532800
1/28/1970,1.190972,1.190972,1.135417,1.135417,0.379736,1497600
1/29/1970,1.131944,1.131944,1.072917,1.111111,0.371607,3585600
1/30/1970,1.097222,1.097222,1.076389,1.097222,0.366962,2808000
2/2/1970,1.109375,1.152778,1.109375,1.152778,0.385542,1612800
2/3/1970,1.152778,1.201389,1.145833,1.145833,0.383219,2692800
2/4/1970,1.133681,1.133681,1.081597,1.095486,0.366381,2793600
2/5/1970,1.095486,1.145833,1.092014,1.145833,0.383219,1886400
2/6/1970,1.138889,1.138889,1.125,1.131944,0.378574,705600
2/9/1970,1.159722,1.190972,1.159722,1.182292,0.395413,1684800
2/10/1970,1.201389,1.215278,1.201389,1.204861,0.402961,2505600
2/11/1970,1.201389,1.201389,1.189236,1.194444,0.399477,2232000
2/12/1970,1.194444,1.194444,1.143229,1.151042,0.384961,3369600
2/13/1970,1.146701,1.146701,1.111111,1.125,0.376252,1540800
2/16/1970,1.125,1.130208,1.122396,1.122396,0.376077,820800
2/17/1970,1.122396,1.123264,1.090278,1.100694,0.368806,1915200
2/18/1970,1.104167,1.112847,1.104167,1.109375,0.371714,878400
2/19/1970,1.109375,1.109375,1.098958,1.101563,0.369097,576000
2/20/1970,1.098958,1.098958,1.076389,1.080729,0.362116,1396800
2/24/1970,1.080729,1.085069,1.050347,1.057292,0.354263,3744000
2/25/1970,1.057292,1.097222,1.052083,1.097222,0.367643,2822400
2/26/1970,1.086806,1.086806,1.064236,1.076389,0.360662,1353600
2/27/1970,1.083333,1.111111,1.083333,1.106771,0.370842,1627200
3/2/1970,1.106771,1.123264,1.097222,1.097222,0.367643,1051200
3/3/1970,1.097222,1.098958,1.079861,1.098958,0.368224,1468800
3/4/1970,1.098958,1.118056,1.098958,1.109375,0.371714,734400
3/5/1970,1.109375,1.112847,1.104167,1.107639,0.371132,892800
3/6/1970,1.107639,1.107639,1.088542,1.092014,0.365897,907200
3/9/1970,1.088542,1.088542,1.079861,1.085069,0.36357,273600
3/10/1970,1.079861,1.079861,1.06684,1.076389,0.360662,1353600
3/11/1970,1.076389,1.090278,1.072917,1.085069,0.36357,432000
3/12/1970,1.085938,1.09375,1.085938,1.088542,0.364734,388800
3/13/1970,1.083333,1.083333,1.076389,1.076389,0.360662,1339200
3/16/1970,1.076389,1.076389,1.057292,1.059028,0.354845,806400
3/17/1970,1.059028,1.0625,1.053819,1.053819,0.353099,1267200
3/18/1970,1.055556,1.064236,1.055556,1.064236,0.35659,748800
3/19/1970,1.067708,1.072917,1.067708,1.067708,0.357753,1123200
3/20/1970,1.067708,1.067708,1.060764,1.067708,0.357753,518400
3/23/1970,1.065972,1.065972,1.055556,1.059028,0.354845,216000
3/24/1970,1.05816,1.05816,1.041667,1.052951,0.352809,1670400
3/25/1970,1.0625,1.100694,1.0625,1.086806,0.364152,2275200
3/26/1970,1.086806,1.09375,1.083333,1.086806,0.364152,936000
3/30/1970,1.086806,1.092014,1.079861,1.081597,0.362407,1368000
3/31/1970,1.076389,1.076389,1.065972,1.072917,0.359499,676800
4/1/1970,1.069444,1.069444,1.0625,1.065104,0.356881,820800
4/2/1970,1.059028,1.059028,1.045139,1.047743,0.351064,792000
4/3/1970,1.047743,1.053819,1.047743,1.052083,0.352518,1008000
4/6/1970,1.052083,1.057292,1.022569,1.024306,0.343211,2275200
4/7/1970,1.022569,1.022569,0.993056,0.994792,0.333321,1526400
4/8/1970,0.994792,0.996528,0.987847,0.993056,0.33274,734400
4/9/1970,0.993056,1.017361,0.993056,1.015625,0.340302,820800
4/10/1970,1.015625,1.03125,1.011285,1.013889,0.33972,3312000
4/13/1970,1.013889,1.013889,1,1.006944,0.337393,878400
4/14/1970,1.006944,1.024306,0.993056,1.022569,0.342629,835200
4/15/1970,1.022569,1.039931,1.020833,1.027778,0.344374,2217600
4/16/1970,1.027778,1.027778,1.015625,1.016493,0.340593,1252800
4/17/1970,1.016493,1.017361,1.013889,1.015625,0.340302,950400
4/20/1970,1.015625,1.017361,1.008681,1.013889,0.33972,1425600
4/21/1970,1.013889,1.020833,1.006944,1.007813,0.337684,518400
4/22/1970,1.006944,1.006944,1,1.000868,0.335357,561600
4/23/1970,1.000868,1.001736,0.96875,0.971354,0.325468,763200
4/24/1970,0.971354,0.972222,0.966146,0.967014,0.324014,792000
4/27/1970,0.966146,0.966146,0.954861,0.956597,0.320523,705600
4/28/1970,0.956597,0.958333,0.951389,0.951389,0.318779,676800
4/29/1970,0.951389,0.986111,0.934028,0.986111,0.330413,2534400
4/30/1970,0.986111,1.006944,0.986111,0.993056,0.33274,532800
5/1/1970,0.993056,0.993056,0.986111,0.987847,0.330994,316800
5/4/1970,0.975694,0.975694,0.956597,0.956597,0.320523,576000
5/5/1970,0.953125,0.953125,0.946181,0.946181,0.317033,950400
5/6/1970,0.946181,0.961806,0.946181,0.961806,0.322269,1166400
5/7/1970,0.965278,0.979167,0.965278,0.975694,0.326922,1137600
5/8/1970,0.975694,0.982639,0.954861,0.961806,0.322269,921600
5/11/1970,0.948785,0.948785,0.9375,0.9375,0.314125,705600
5/12/1970,0.9375,0.961806,0.935764,0.944444,0.316451,763200
5/13/1970,0.940972,0.940972,0.935764,0.938368,0.314416,360000
5/14/1970,0.938368,0.939236,0.916667,0.928819,0.311216,1094400
5/15/1970,0.9375,0.972222,0.9375,0.972222,0.325759,676800
5/18/1970,1.010417,1.010417,0.984375,0.984375,0.329831,561600
5/19/1970,0.984375,0.989583,0.932292,0.932292,0.31238,657600
5/20/1970,0.932292,0.9375,0.919271,0.919271,0.308017,542400
5/21/1970,0.90625,0.90625,0.867188,0.885417,0.296673,1881600
5/22/1970,0.885417,0.901042,0.854167,0.880208,0.295485,777600
5/25/1970,0.875,0.875,0.817708,0.817708,0.274503,1718400
